"","FCH4_umol"
"44887",0.0110929
"44888",0.0185535
"44889",0.00917825
"44890",0.0081239
"44891",0.00934825
"44892",0.00744085
"44893",0.0083942
"44894",0.0097115
"44895",0.00580085
"44896",NA
"44897",0.00372945
"44898",0.01925
"44899",0.01008605
"44900",NA
"44901",NA
"44902",NA
"44903",NA
"44904",NA
"44905",NA
"44906",NA
"44907",0.030414
"44908",0.0106237
"44909",0.0031197
"44910",-0.00229435
"44911",6.54499999999999e-05
"44912",0.010007025
"44913",-0.00078525
"44914",-0.00956635
"44915",0.0120984
"44916",-0.0019881
"44917",0.00073795
"44918",0.00280275
"44919",0.010141
"44920",0.0040305
"44921",0.0028249
"44922",0.00514125
"44923",0.004214455
"44924",-0.00088388
"44925",5.0975e-05
"44926",-0.0033667485
"44927",-0.00460905
"44928",0.0012114
"44929",-6.3555e-05
"44930",-0.00029245
"44931",-0.0049758
"44932",0.00222455
"44933",0.0008093
"44934",0.00104303
"44935",-0.056226
"44936",-0.017319
"44937",0.0022734
"44938",-0.041929
"44939",0.00349945
"44940",0.00438855
"44941",-0.0043095
"44942",0.0049176
"44943",0.0003232
"44944",0.00399255
"44945",0.0022153
"44946",-0.019757
"44947",0.047439
"44948",NA
"44949",0.017855
"44950",NA
"44951",0.00648325
"44952",-0.01037775
"44953",0.0017263
"44954",NA
"44955",NA
"44956",NA
"44957",NA
"44958",NA
"44959",NA
"44960",NA
"44961",NA
"44962",NA
"44963",NA
"44964",-0.014917
"44965",-0.00441335
"44966",0.017704
"44967",-0.0068656
"44968",0.00543525
"44969",-0.0021855
"44970",0.0065016
"44971",-0.002313495
"44972",NA
"44973",NA
"44974",NA
"44975",NA
"44976",NA
"44977",NA
"44978",NA
"44979",NA
"44980",NA
"44981",NA
"44982",NA
"44983",NA
"44984",0.00502435
"44985",0.0086895
"44986",-0.000285499999999999
"44987",0.0311555
"44988",0.0286375
"44989",0.0385575
"44990",0.0263615
"44991",0.0249055
"44992",0.0206405
"44993",0.0217255
"44994",0.01332005
"44995",0.018437
"44996",0.0164625
"44997",0.011397
"44998",0.00978035
"44999",0.0118355
"45000",0.013108
"45001",0.007264
"45002",0.00791095
"45003",0.0052639
"45004",0.019437
"45005",-0.0077992
"45006",-0.0033025
"45007",0.018515
"45008",0.00843805
"45009",0.01182
"45010",0.017465
"45011",0.019112
"45012",0.0123975
"45013",0.012741
"45014",0.015686
"45015",0.011666
"45016",0.0090919
"45017",0.0079492
"45018",0.0069652
"45019",NA
"45020",NA
"45021",NA
"45022",NA
"45023",NA
"45024",NA
"45025",NA
"45026",NA
"45027",NA
"45028",NA
"45029",NA
"45030",NA
"45031",NA
"45032",NA
"45033",NA
"45034",NA
"45035",NA
"45036",NA
"45037",NA
"45038",NA
"45039",NA
"45040",NA
"45041",NA
"45042",NA
"45043",NA
"45044",0.011779
"45045",0.01448
"45046",0.0121182
"45047",0.019708
"45048",0.0075501
"45049",NA
"45050",NA
"45051",NA
"45052",0.0085567
"45053",0.0049369
"45054",-0.0013726
"45055",-0.014509
"45056",-0.0145565
"45057",-0.01629825
"45058",0.0128246
"45059",0.019099
"45060",0.00721675
"45061",0.00990035
"45062",0.002158375
"45063",0.00676315
"45064",0.00239225
"45065",0.00285485
"45066",0.00324915
"45067",0.000757325
"45068",0.00493233
"45069",-0.00124119
"45070",-0.0010115
"45071",-0.001837505
"45072",-0.00114393
"45073",NA
"45074",NA
"45075",NA
"45076",NA
"45077",NA
"45078",NA
"45079",NA
"45080",NA
"45081",NA
"45082",NA
"45083",NA
"45084",NA
"45085",NA
"45086",NA
"45087",NA
"45088",NA
"45089",NA
"45090",NA
"45091",NA
"45092",NA
"45093",NA
"45094",-0.00282555
"45095",0.00119515
"45096",0.0029655
"45097",0.0149105
"45098",0.0068632
"45099",0.0055458
"45100",0.004158
"45101",0.00416605
"45102",0.0159245
"45103",0.00853055
"45104",0.0023965
"45105",0.00173095
"45106",0.000872385
"45107",0.00798895
"45108",0.015221
"45109",0.042191
"45110",0.0653335
"45111",0.0596695
"45112",0.0396075
"45113",0.0421065
"45114",0.0333865
"45115",0.01134885
"45116",0.0150525
"45117",0.0211565
"45118",0.0130165
"45119",0.0199755
"45120",0.0231925
"45121",0.040497
"45122",0.0435125
"45123",0.0526385
"45124",0.0632105
"45125",0.071731
"45126",0.049744
"45127",0.0307955
"45128",0.020888
"45129",0.01092765
"45130",0.0053075
"45131",0.0138785
"45132",0.007138
"45133",0.0096417
"45134",0.0219645
"45135",0.0237705
"45136",0.0259395
"45137",0.0034685
"45138",0.015663
"45139",NA
"45140",NA
"45141",NA
"45142",NA
"45143",NA
"45144",NA
"45145",NA
"45146",NA
"45147",NA
"45148",NA
"45149",NA
"45150",NA
"45151",0.0051072
"45152",NA
"45153",-0.0026913
"45154",0.0029671
"45155",0.00552135
"45156",0.00309775
"45157",0.0026076
"45158",0.0030965
"45159",0.0228328
"45160",0.00432675
"45161",0.00345135
"45162",0.005567
"45163",NA
"45164",NA
"45165",NA
"45166",NA
"45167",NA
"45168",NA
"45169",NA
"45170",NA
"45171",NA
"45172",NA
"45173",NA
"45174",NA
"45175",NA
"45176",NA
"45177",NA
"45178",NA
"45179",NA
"45180",NA
"45181",NA
"45182",NA
"45183",NA
"45184",NA
"45185",NA
"45186",NA
"45187",NA
"45188",NA
"45189",NA
"45190",0.0400355
"45191",0.00867115
"45192",0.022256
"45193",0.00596015
"45194",0.0152677
"45195",0.00924285
"45196",0.0090512
"45197",0.0104235
"45198",0.0137795
"45199",0.016386
"45200",0.012045
"45201",0.00879845
"45202",0.011709
"45203",0.0136975
"45204",0.0229065
"45205",0.020976
"45206",0.0347995
"45207",0.0314425
"45208",0.0283035
"45209",0.02679
"45210",0.032487
"45211",0.028491
"45212",0.0316045
"45213",0.028205
"45214",0.0251685
"45215",0.0394075
"45216",0.036313
"45217",0.048371
"45218",0.018758
"45219",0.006169
"45220",0.0080495
"45221",-0.00226385
"45222",-0.0092034
"45223",0.0407767
"45224",0.0345515
"45225",0.0093205
"45226",0.0125445
"45227",0.0093479
"45228",0.00762625
"45229",0.0061835
"45230",0.0044197
"45231",0.00673925
"45232",0.01023015
"45233",0.00516995
"45234",0.0066206
"45235",0.00172054
"45236",0.0007738355
"45237",0.0024969
"45238",0.00194495
"45239",0.00124718
"45240",0.00071478
"45241",0.00261715
"45242",0.002483
"45243",0.00207295
"45244",0.00232725
"45245",0.00266885
"45246",0.0031898
"45247",0.00533185
"45248",0.00860845
"45249",0.00786385
"45250",0.005022
"45251",0.0265935
"45252",0.00937045
"45253",0.0113316
"45254",0.00892165
"45255",0.00708665
"45256",0.0020904
"45257",-0.0024793
"45258",-0.00018965
"45259",0.0171095
"45260",0.0457546
"45261",0.0047758
"45262",0.0054667
"45263",0.006693
"45264",0.0065226
"45265",-0.00142365
"45266",-0.00316846
"45267",-0.0014668
"45268",-0.0014766
"45269",0.001586335
"45270",-0.0024214
"45271",0.0015202
"45272",NA
"45273",0.00942665
"45274",0.0072674
"45275",0.0113054
"45276",0.0107988
"45277",0.0057974
"45278",0.034781
"45279",0.0450555
"45280",0.0412545
"45281",0.029382
"45282",0.02403
"45283",0.0311935
"45284",0.0303515
"45285",0.0304225
"45286",0.013302
"45287",0.017779
"45288",0.018413
"45289",0.0228215
"45290",0.019443
"45291",-0.002541
"45292",0.01513905
"45293",0.0106106
"45294",NA
"45295",NA
"45296",NA
"45297",-0.0037412
"45298",0.0056863
"45299",NA
"45300",NA
"45301",-0.045382
"45302",0.0152517
"45303",0.0104315
"45304",0.01173605
"45305",0.0018666
"45306",NA
"45307",0.007134
"45308",0.0063649
"45309",0.004546
"45310",-0.018943
"45311",0.01898415
"45312",0.0080789
"45313",0.0084917
"45314",NA
"45315",NA
"45316",NA
"45317",NA
"45318",NA
"45319",NA
"45320",NA
"45321",NA
"45322",-0.026853
"45323",NA
"45324",NA
"45325",NA
"45326",NA
"45327",NA
"45328",0.033564
"45329",0.0323055
"45330",0.0487715
"45331",0.0223425
"45332",0.019246
"45333",0.023626
"45334",0.013168
"45335",0.0142835
"45336",0.0153055
"45337",0.0163655
"45338",0.0246705
"45339",0.023766
"45340",0.0113145
"45341",0.0119135
"45342",0.019932
"45343",0.0122072
"45344",0.012237
"45345",0.00506485
"45346",0.0101584
"45347",0.0058643
"45348",NA
"45349",NA
"45350",0.0015404
"45351",0.01085155
"45352",0.01171735
"45353",0.0063073
"45354",0.0100707
"45355",0.010839
"45356",0.0007003
"45357",0.006333
"45358",0.0040382
"45359",0.00301745
"45360",0.00456215
"45361",0.003558
"45362",0.00425595
"45363",NA
"45364",NA
"45365",NA
"45366",NA
"45367",NA
"45368",NA
"45369",-0.0063321
"45370",0.0098689
"45371",0.017199
"45372",0.0160785
"45373",0.0251235
"45374",0.00460825
"45375",0.0113024
"45376",0.0190265
"45377",-0.00799
"45378",0.011684
"45379",0.019902
"45380",NA
"45381",NA
"45382",NA
"45383",NA
"45384",0.014083
"45385",-0.027805
"45386",0.048384
"45387",0.0449165
"45388",0.05366
"45389",0.019011
"45390",0.0390005
"45391",0.00758705
"45392",0.019358
"45393",NA
"45394",NA
"45395",NA
"45396",NA
"45397",NA
"45398",NA
"45399",0.012537
"45400",0.022899
"45401",0.022312
"45402",0.0240985
"45403",0.0167205
"45404",0.023873
"45405",0.018113
"45406",0.0195595
"45407",0.015696
"45408",0.01175075
"45409",0.022262
"45410",0.0113385
"45411",0.01001015
"45412",0.011344
"45413",0.01094405
"45414",0.01037795
"45415",0.0097397
"45416",0.0074648
"45417",NA
"45418",0.0025203
"45419",0.0071587
"45420",0.00912675
"45421",0.00807205
"45422",0.0073718
"45423",0.00692025
"45424",0.0076355
"45425",0.0058927
"45426",NA
"45427",NA
"45428",NA
"45429",NA
"45430",NA
"45431",0.0067043
"45432",0.0080171
"45433",0.004334495
"45434",0.00265885
"45435",0.0093855
"45436",0.00543555
"45437",0.0120585
"45438",0.011613
"45439",0.0087375
"45440",0.0108915
"45441",0.005929055
"45442",0.0099418
"45443",0.0179285
"45444",0.0182755
"45445",0.019401
"45446",0.0230935
"45447",0.031309
"45448",0.020639
"45449",0.0198915
"45450",0.023365
"45451",0.0167895
"45452",0.0086996
"45453",0.0120509
"45454",0.01228435
"45455",0.012853
"45456",0.017054
"45457",0.019857
"45458",0.017448
"45459",0.017769
"45460",0.0161205
"45461",0.0132125
"45462",0.015762
"45463",0.013163
"45464",0.0168365
"45465",0.018718
"45466",0.019657
"45467",0.0251445
"45468",0.01530465
"45469",0.0194755
"45470",0.017791
"45471",0.01113625
"45472",0.0149465
"45473",0.0186785
"45474",0.0093713
"45475",0.0183155
"45476",0.0171425
"45477",0.0167005
"45478",0.027083
"45479",0.015368
"45480",NA
"45481",0.039257
"45482",0.027458
"45483",NA
"45484",NA
"45485",-0.013971
"45486",0.017063
"45487",NA
"45488",NA
"45489",NA
"45490",NA
"45491",NA
"45492",-0.01045573
"45493",0.0101937
"45494",0.0133775
"45495",0.00727205
"45496",0.0074868
"45497",0.01212205
"45498",0.011774
"45499",NA
"45500",NA
"45501",NA
"45502",NA
"45503",NA
"45504",NA
"45505",NA
"45506",NA
"45507",0.032637
"45508",NA
"45509",NA
"45510",NA
"45511",NA
"45512",NA
"45513",NA
"45514",NA
"45515",NA
"45516",NA
"45517",0.03069
"45518",NA
"45519",0.0055674
"45520",0.00641145
"45521",NA
"45522",-0.0079854
"45523",NA
"45524",NA
"45525",NA
"45526",NA
"45527",NA
"45528",NA
"45529",NA
"45530",NA
"45531",0.018346
"45532",NA
"45533",NA
"45534",NA
"45535",NA
"45536",NA
"45537",NA
"45538",NA
"45539",NA
"45540",0.022545
"45541",0.0345925
"45542",0.01924
"45543",0.0213055
"45544",0.024308
"45545",NA
"45546",0.0346225
"45547",0.0251845
"45548",NA
"45549",NA
"45550",-0.017126
"45551",NA
"45552",NA
"45553",NA
"45554",NA
"45555",0.065787
"45556",0.040616
"45557",7.99999999999967e-05
"45558",0.028689
"45559",0.0312385
"45560",0.039084
"45561",0.043459
"45562",0.0587675
"45563",0.0662405
"45564",0.063908
"45565",0.064845
"45566",0.0785165
"45567",0.0721975
"45568",0.0620605
"45569",0.0599605
"45570",0.047747
"45571",0.0360945
"45572",0.0282245
"45573",0.0190425
"45574",0.017987
"45575",0.020343
"45576",0.022869
"45577",0.088448
"45578",NA
"45579",NA
"45580",0.021071
"45581",0.0178565
"45582",0.018189
"45583",0.018844
"45584",0.0212775
"45585",0.0204185
"45586",0.0235515
"45587",0.019354
"45588",0.0154245
"45589",0.0251705
"45590",0.025969
"45591",0.022067
"45592",0.018942
"45593",0.014183
"45594",0.01409
"45595",0.019092
"45596",0.01988
"45597",NA
"45598",NA
"45599",0.020553
"45600",0.0163865
"45601",0.0103716
"45602",0.0088964
"45603",0.018778
"45604",0.010767
"45605",0.00828985
"45606",0.0402415
"45607",0.010999
"45608",0.00980555
"45609",0.0080392
"45610",0.012823
"45611",0.01045105
"45612",0.0072936
"45613",0.00806085
"45614",0.016933
"45615",0.019629
"45616",0.0167085
"45617",0.0179425
"45618",0.0158195
"45619",0.011548
"45620",0.013104
"45621",0.0164605
"45622",0.0159385
"45623",0.0179525
"45624",0.014318
"45625",0.0193275
"45626",0.011607
"45627",0.012964
"45628",NA
"45629",NA
"45630",NA
"45631",NA
"45632",NA
"45633",0.0053952
"45634",0.011237
"45635",0.011561
"45636",0.016936
"45637",0.014519
"45638",0.0124148
"45639",0.0113075
"45640",0.015608
"45641",NA
"45642",NA
"45643",NA
"45644",NA
"45645",NA
"45646",NA
"45647",0.020225
"45648",NA
"45649",NA
"45650",NA
"45651",NA
"45652",NA
"45653",NA
"45654",NA
"45655",NA
"45656",0.014637
"45657",0.012619
"45658",0.0067807
"45659",0.020095
"45660",0.01194735
"45661",0.01082305
"45662",0.01261
"45663",0.0162525
"45664",0.014174
"45665",0.0157365
"45666",0.0164365
"45667",0.0113685
"45668",NA
"45669",0.015782
"45670",0.011468
"45671",0.013049
"45672",0.007279433
"45673",0.011463
"45674",0.015392
"45675",NA
"45676",NA
"45677",NA
"45678",NA
"45679",NA
"45680",NA
"45681",NA
"45682",0.015803
"45683",0.0167285
"45684",0.013901
"45685",0.0175765
"45686",NA
"45687",NA
"45688",NA
"45689",NA
"45690",NA
"45691",NA
"45692",NA
"45693",NA
"45694",NA
"45695",NA
"45696",NA
"45697",NA
"45698",NA
"45699",NA
"45700",NA
"45701",NA
"45702",NA
"45703",NA
"45704",NA
"45705",NA
"45706",NA
"45707",NA
"45708",0.04178
"45709",NA
"45710",0.065438
"45711",0.089164
"45712",0.0765575
"45713",NA
"45714",NA
"45715",NA
"45716",NA
"45717",NA
"45718",NA
"45719",NA
"45720",0.10749
"45721",0.080017
"45722",NA
"45723",NA
"45724",NA
"45725",NA
"45726",NA
"45727",NA
"45728",0.0422235
"45729",0.0175095
"45730",0.061629
"45731",0.060524
"45732",-0.0192931
"45733",0.0267998
"45734",0.0219365
"45735",0.0195555
"45736",0.0203635
"45737",0.02049
"45738",0.020931
"45739",0.0160485
"45740",0.020588
"45741",0.0216455
"45742",0.024586
"45743",0.018436
"45744",NA
"45745",0.016532
"45746",0.00541475
"45747",0.01188415
"45748",0.00898495
"45749",0.00716605
"45750",0.0074317
"45751",0.0060983
"45752",0.00638835
"45753",0.0063494
"45754",0.00541395
"45755",0.00535835
"45756",0.00370895
"45757",0.0059652
"45758",0.00667885
"45759",0.00569604
"45760",0.006166
"45761",0.00910245
"45762",0.008758
"45763",0.0118898
"45764",0.010198
"45765",NA
"45766",0.0099923
"45767",NA
"45768",NA
"45769",NA
"45770",NA
"45771",NA
"45772",NA
"45773",0.005711
"45774",NA
"45775",NA
"45776",NA
"45777",0.0049573
"45778",0.00475405
"45779",0.0126515
"45780",0.022744
"45781",0.0163612
"45782",0.027007
"45783",0.0547755
"45784",0.042965
"45785",0.0134005
"45786",0.0109255
"45787",0.01414
"45788",0.00724975
"45789",NA
"45790",NA
"45791",NA
"45792",NA
"45793",NA
"45794",NA
"45795",NA
"45796",NA
"45797",NA
"45798",NA
"45799",NA
"45800",NA
"45801",NA
"45802",NA
"45803",NA
"45804",NA
"45805",0.014676
"45806",0.014201
"45807",0.014247
"45808",0.029544
"45809",0.022419
"45810",0.018035
"45811",0.0083485
"45812",0.012485
"45813",0.010586
"45814",NA
"45815",NA
"45816",NA
"45817",NA
"45818",NA
"45819",NA
"45820",NA
"45821",NA
"45822",NA
"45823",NA
"45824",0.013432
"45825",NA
"45826",0.016831
"45827",NA
"45828",0.016191
"45829",0.0113182
"45830",0.00868705
"45831",0.016321
"45832",0.010282
"45833",0.0177545
"45834",0.0127375
"45835",0.01039745
"45836",0.00917215
"45837",0.0086372
"45838",0.0097891
"45839",NA
"45840",0.013362
"45841",0.010197
"45842",0.00650885
"45843",0.013742
"45844",0.0161335
"45845",NA
"45846",NA
"45847",NA
"45848",NA
"45849",NA
"45850",0.013689
"45851",NA
"45852",0.011465
"45853",0.0085931
"45854",0.0146925
"45855",0.015287
"45856",0.023186
"45857",0.011719
"45858",0.025036
"45859",NA
"45860",NA
"45861",NA
"45862",NA
"45863",NA
"45864",NA
"45865",NA
"45866",NA
"45867",0.10453
"45868",0.083933
"45869",0.083414
"45870",0.0590015
"45871",0.0602885
"45872",0.0560705
"45873",0.045464
"45874",0.058097
"45875",0.050015
"45876",0.0449165
"45877",0.039561
"45878",0.037858
"45879",0.041175
"45880",0.038897
"45881",0.012135
"45882",NA
"45883",NA
"45884",NA
"45885",NA
"45886",NA
"45887",NA
"45888",NA
"45889",NA
"45890",NA
"45891",NA
"45892",0.010173
"45893",0.010581
"45894",NA
"45895",NA
"45896",NA
"45897",NA
"45898",NA
"45899",NA
"45900",NA
"45901",NA
"45902",NA
"45903",NA
"45904",NA
"45905",NA
"45906",NA
"45907",NA
"45908",NA
"45909",NA
"45910",NA
"45911",NA
"45912",NA
"45913",NA
"45914",NA
"45915",NA
"45916",0.037382
"45917",0.036347
"45918",NA
"45919",NA
"45920",NA
"45921",NA
"45922",NA
"45923",NA
"45924",NA
"45925",NA
"45926",NA
"45927",NA
"45928",NA
"45929",NA
"45930",0.011596
"45931",0.0157539
"45932",0.010784
"45933",NA
"45934",0.016451
"45935",0.026498
"45936",0.010779
"45937",NA
"45938",NA
"45939",NA
"45940",NA
"45941",0.040414
"45942",0.015888
"45943",0.014044
"45944",0.046958
"45945",0.0208585
"45946",0.027059
"45947",0.021267
"45948",0.0394205
"45949",0.0730605
"45950",0.156865
"45951",0.15089
"45952",NA
"45953",0.14267
"45954",NA
"45955",NA
"45956",0.13974
"45957",0.072724
"45958",0.0965735
"45959",0.0725615
"45960",0.0479345
"45961",0.0242975
"45962",0.04338
"45963",0.033057
"45964",0.025267
"45965",0.038873
"45966",0.039524
"45967",0.0438325
"45968",0.0598805
"45969",0.0578215
"45970",0.0818525
"45971",0.0429805
"45972",0.07346
"45973",0.0501395
"45974",0.0584855
"45975",0.0595025
"45976",0.053928
"45977",0.0391205
"45978",0.035535
"45979",0.01899
"45980",0.011367
"45981",NA
"45982",0.0241605
"45983",0.00780335
"45984",0.019401
"45985",NA
"45986",NA
"45987",0.00762505
"45988",0.0069512
"45989",0.002025
"45990",NA
"45991",0.0067525
"45992",0.010785
"45993",0.0074746
"45994",0.0103714
"45995",0.011687
"45996",0.0109267
"45997",0.00755605
"45998",0.011255
"45999",0.0068918
"46000",0.0113485
"46001",0.0169865
"46002",0.0058476
"46003",0.0108775
"46004",0.0086936
"46005",0.0088884
"46006",0.01205255
"46007",0.01074685
"46008",0.015429
"46009",-0.0053343
"46010",0.031422
"46011",-0.002502
"46012",0.013755
"46013",0.01407665
"46014",0.0130905
"46015",0.021903
"46016",0.0283925
"46017",0.016156
"46018",0.00869705
"46019",0.012607
"46020",0.01155955
"46021",0.00018223
"46022",0.0077871
"46023",NA
"46024",NA
"46025",NA
"46026",NA
"46027",NA
"46028",NA
"46029",NA
"46030",NA
"46031",NA
"46032",NA
"46033",NA
"46034",NA
"46035",NA
"46036",NA
"46037",NA
"46038",NA
"46039",NA
"46040",NA
"46041",NA
"46042",0.028145
"46043",0.019555
"46044",0.02162
"46045",0.015332
"46046",0.00967275
"46047",0.0082568
"46048",0.014749
"46049",NA
"46050",NA
"46051",NA
"46052",NA
"46053",NA
"46054",NA
"46055",NA
"46056",NA
"46057",NA
"46058",NA
"46059",NA
"46060",NA
"46061",NA
"46062",NA
"46063",NA
"46064",NA
"46065",NA
"46066",0.017651
"46067",0.017951
"46068",NA
"46069",NA
"46070",0.032445
"46071",NA
"46072",NA
"46073",NA
"46074",0.033371
"46075",NA
"46076",NA
"46077",NA
"46078",NA
"46079",NA
"46080",NA
"46081",NA
"46082",NA
"46083",NA
"46084",NA
"46085",NA
"46086",NA
"46087",NA
"46088",NA
"46089",NA
"46090",NA
"46091",NA
"46092",NA
"46093",NA
"46094",NA
"46095",NA
"46096",0.017579
"46097",NA
"46098",NA
"46099",NA
"46100",NA
"46101",0.036663
"46102",0.016926
"46103",NA
"46104",NA
"46105",NA
"46106",NA
"46107",0.034596
"46108",0.020322
"46109",0.0202435
"46110",0.051073
"46111",-0.019013
"46112",NA
"46113",NA
"46114",0.025049
"46115",0.026256
"46116",0.022312
"46117",0.017034
"46118",0.03224
"46119",0.016836
"46120",0.03093
"46121",NA
"46122",NA
"46123",NA
"46124",NA
"46125",NA
"46126",NA
"46127",NA
"46128",NA
"46129",NA
"46130",NA
"46131",NA
"46132",NA
"46133",NA
"46134",NA
"46135",NA
"46136",NA
"46137",NA
"46138",NA
"46139",0.0077689
"46140",0.022324
"46141",0.034708
"46142",0.0288775
"46143",0.056867
"46144",0.0264865
"46145",0.021006
"46146",0.016611
"46147",NA
"46148",NA
"46149",NA
"46150",NA
"46151",NA
"46152",NA
"46153",NA
"46154",NA
"46155",NA
"46156",NA
"46157",NA
"46158",NA
"46159",NA
"46160",NA
"46161",NA
"46162",NA
"46163",NA
"46164",0.033018
"46165",0.09603
"46166",0.13757
"46167",0.150655
"46168",0.13895
"46169",0.084543
"46170",0.046036
"46171",0.053656
"46172",0.12063
"46173",NA
"46174",NA
"46175",0.033591
"46176",NA
"46177",NA
"46178",NA
"46179",0.14691
"46180",NA
"46181",NA
"46182",NA
"46183",NA
"46184",NA
"46185",NA
"46186",NA
"46187",NA
"46188",NA
"46189",NA
"46190",NA
"46191",NA
"46192",NA
"46193",NA
"46194",NA
"46195",NA
"46196",NA
"46197",NA
"46198",NA
"46199",NA
"46200",NA
"46201",NA
"46202",NA
"46203",NA
"46204",NA
"46205",NA
"46206",NA
"46207",NA
"46208",NA
"46209",NA
"46210",NA
"46211",NA
"46212",NA
"46213",NA
"46214",NA
"46215",0.0356555
"46216",0.03107855
"46217",0.0477345
"46218",0.078822
"46219",0.033369
"46220",0.029818
"46221",0.0319075
"46222",0.0313945
"46223",0.0322865
"46224",0.034011
"46225",0.0301745
"46226",0.0327495
"46227",0.032986
"46228",0.033675
"46229",0.016925
"46230",0.00699835
"46231",0.0217005
"46232",0.0320275
"46233",0.0223055
"46234",0.0206075
"46235",0.018846
"46236",0.0305335
"46237",0.0206255
"46238",0.0249175
"46239",0.028079
"46240",0.025231
"46241",0.0249385
"46242",0.019918
"46243",0.0227715
"46244",0.012562
"46245",0.0144165
"46246",0.01099925
"46247",0.011248
"46248",NA
"46249",NA
"46250",0.016091
"46251",0.108866
"46252",0.004616
"46253",0.1194
"46254",NA
"46255",NA
"46256",0.028259
"46257",0.0317325
"46258",0.0177915
"46259",0.0222535
"46260",0.020008
"46261",0.021737
"46262",0.0223725
"46263",0.0182045
"46264",0.0194185
"46265",0.027186
"46266",0.0262685
"46267",0.0259295
"46268",NA
"46269",NA
"46270",0.021445
"46271",0.022099
"46272",NA
"46273",0.019591
"46274",0.00821885
"46275",0.012807
"46276",0.047304
"46277",0.037538
"46278",NA
"46279",NA
"46280",0.041611
"46281",0.045106
"46282",0.0431435
"46283",0.0370525
"46284",0.0405115
"46285",NA
"46286",NA
"46287",NA
"46288",NA
"46289",NA
"46290",0.08687
"46291",0.0552525
"46292",NA
"46293",NA
"46294",NA
"46295",NA
"46296",NA
"46297",NA
"46298",NA
"46299",NA
"46300",NA
"46301",NA
"46302",NA
"46303",NA
"46304",NA
"46305",NA
"46306",NA
"46307",NA
"46308",NA
"46309",0.068011
"46310",0.0814835
"46311",0.0739155
"46312",0.058417
"46313",0.0555635
"46314",0.0567425
"46315",0.045994
"46316",0.050859
"46317",NA
"46318",NA
"46319",0.0043245
"46320",0.0149449
"46321",0.00758965
"46322",0.0071314
"46323",0.0084124
"46324",NA
"46325",NA
"46326",NA
"46327",NA
"46328",0.0110812
"46329",0.0204715
"46330",0.023935
"46331",0.0267725
"46332",0.017809
"46333",0.0300385
"46334",0.036894
"46335",0.026957
"46336",0.033374
"46337",0.040304
"46338",0.0389615
"46339",0.043938
"46340",0.0423405
"46341",NA
"46342",0.044956
"46343",NA
"46344",NA
"46345",NA
"46346",NA
"46347",NA
"46348",NA
"46349",NA
"46350",0.00012389
"46351",0.012917
"46352",0.0020367
"46353",0.028183
"46354",0.02007225
"46355",0.0399045
"46356",0.084512
"46357",0.088921
"46358",NA
"46359",NA
"46360",NA
"46361",NA
"46362",NA
"46363",NA
"46364",NA
"46365",NA
"46366",NA
"46367",NA
"46368",NA
"46369",NA
"46370",NA
"46371",NA
"46372",NA
"46373",NA
"46374",NA
"46375",NA
"46376",NA
"46377",NA
"46378",NA
"46379",NA
"46380",NA
"46381",NA
"46382",NA
"46383",NA
"46384",NA
"46385",NA
"46386",NA
"46387",NA
"46388",NA
"46389",NA
"46390",NA
"46391",NA
"46392",NA
"46393",NA
"46394",NA
"46395",NA
"46396",NA
"46397",NA
"46398",NA
"46399",NA
"46400",NA
"46401",NA
"46402",NA
"46403",NA
"46404",NA
"46405",NA
"46406",NA
"46407",NA
"46408",NA
"46409",NA
"46410",NA
"46411",NA
"46412",NA
"46413",NA
"46414",NA
"46415",NA
"46416",NA
"46417",NA
"46418",NA
"46419",NA
"46420",NA
"46421",NA
"46422",NA
"46423",NA
"46424",NA
"46425",NA
"46426",NA
"46427",NA
"46428",NA
"46429",NA
"46430",NA
"46431",NA
"46432",NA
"46433",NA
"46434",NA
"46435",NA
"46436",NA
"46437",NA
"46438",NA
"46439",NA
"46440",NA
"46441",NA
"46442",NA
"46443",NA
"46444",NA
"46445",NA
"46446",NA
"46447",NA
"46448",NA
"46449",NA
"46450",NA
"46451",NA
"46452",NA
"46453",NA
"46454",NA
"46455",NA
"46456",NA
"46457",NA
"46458",NA
"46459",NA
"46460",NA
"46461",NA
"46462",NA
"46463",NA
"46464",NA
"46465",NA
"46466",NA
"46467",NA
"46468",NA
"46469",NA
"46470",NA
"46471",NA
"46472",NA
"46473",NA
"46474",NA
"46475",NA
"46476",NA
"46477",NA
"46478",NA
"46479",NA
"46480",NA
"46481",NA
"46482",NA
"46483",NA
"46484",NA
"46485",NA
"46486",NA
"46487",NA
"46488",NA
"46489",NA
"46490",NA
"46491",NA
"46492",NA
"46493",NA
"46494",NA
"46495",NA
"46496",NA
"46497",NA
"46498",NA
"46499",NA
"46500",NA
"46501",NA
"46502",NA
"46503",NA
"46504",NA
"46505",NA
"46506",NA
"46507",NA
"46508",NA
"46509",NA
"46510",NA
"46511",NA
"46512",NA
"46513",NA
"46514",NA
"46515",NA
"46516",NA
"46517",NA
"46518",NA
"46519",NA
"46520",NA
"46521",NA
"46522",NA
"46523",NA
"46524",NA
"46525",NA
"46526",NA
"46527",NA
"46528",NA
"46529",NA
"46530",NA
"46531",NA
"46532",NA
"46533",NA
"46534",NA
"46535",NA
"46536",NA
"46537",NA
"46538",NA
"46539",NA
"46540",NA
"46541",NA
"46542",NA
"46543",NA
"46544",NA
